"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215"
"30",2,3,1,1,4,4,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,3,2,2,3,3,3,3,2,3,3,3,3,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,1,1,1,1,2,2,1,3,3,3,4,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,3,3,3,3,3,2,4,4,3,1,1,1,1,1,1,2,2,2,3,3,3,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,3,2,3,3,3,4
"31",1,1,1,1,3,3,1,2,1,1,5,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1
"32",1,5,2,1,1,1,1,2,1,1,5,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5,1,1,1,1,1,1,5,6,6,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,3,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,5,5,5,1,3,5,3,2,2,2,2,2,1,1,1,1,5,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,5,5,5,2,2,3,2,2,2,3,3,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,5,5
"33",2,1,2,2,1,5,3,2,2,3,2,3,2,2,2,2,3,2,3,2,3,2,3,3,3,4,3,3,3,2,3,3,2,4,3,2,1,2,1,1,1,1,6,5,5,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,3,3,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,5,1,5,1,3,5,3,3,3,3,3,4,2,4,1,1,5,2,3,3,3,3,2,3,3,3,2,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,1,2,1,5,1,4,3,3,2,2,3,3,3,3,3,2,1,5,2,2,3,3,3,3,2,3,2,3,3,2,3,2,3,3,2,2,3,2,2,2,2,1,2,1,1,1,5
"34",4,3,3,3,2,1,4,4,3,4,3,4,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,7,7,3,3,3,3,3,3,3,1,2,2,3,3,4,3,3,3,4,3,3,3,4,3,3,4,4,3,3,3,4,4,4,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,2,4,3,3,4,4,4,3,7,4,3,2,3,4,3,3,3,3,4,4,3,3,4,3,3,4,4,3,4,4,4,3,4,4,4,3,4,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,4,3,4,3,4,4,3,4,3,3,4,3,3,4,3,3,3,4,3,4,3,3,3,3
"35",4,4,4,3,4,3,3,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,7,4,4,4,4,4,4,4,4,4,4,4,7,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"36",4,3,4,4,4,4,1,4,4,4,2,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,4,4,4,4,4,4,3,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,3,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4
"37",3,1,4,4,4,3,6,4,4,3,6,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,1,5,6,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,1,1,1,5,5,5,2,4,1,4,4,4,4,4,4,3,4,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,2,1,1,5,5,1,4,4,4,4,4,4,4,4,4,4,2,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,3,3,3,3,2,1,5,5
"38",1,6,3,4,3,5,8,4,2,1,9,4,3,3,4,4,4,3,4,4,4,3,4,3,4,3,3,3,3,3,3,2,1,1,5,5,5,5,1,5,6,9,10,8,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,3,4,4,3,3,4,3,3,3,3,3,3,3,2,3,4,3,2,3,2,3,1,1,1,1,1,5,1,5,5,1,5,5,5,6,6,5,6,6,5,6,6,6,9,9,8,5,3,6,4,4,4,4,4,3,2,2,5,1,6,3,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,3,3,2,1,1,1,5,5,5,6,6,8,9,6,4,4,4,4,4,4,4,2,1,1,6,8,3,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,2,3,2,1,1,5,1,5,6,6,9,8
"39",5,8,3,4,1,9,10,3,1,5,11,4,3,3,3,3,3,3,4,3,3,3,4,3,3,2,2,2,2,2,1,5,5,9,8,6,6,9,6,9,9,10,12,11,11,3,2,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,3,4,4,4,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,5,5,5,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,8,9,9,8,8,11,10,11,6,3,8,4,4,4,3,3,2,1,6,6,6,8,3,4,4,3,4,3,4,4,3,3,4,3,3,3,3,2,1,1,1,1,6,6,6,6,9,9,9,10,11,10,9,3,4,3,4,3,3,2,1,6,6,8,11,3,3,4,3,3,4,3,4,3,4,3,3,3,2,2,2,1,1,1,1,5,6,6,6,9,9,9,10,11
"40",6,10,2,3,6,8,11,3,5,6,11,4,3,3,3,3,3,3,4,3,3,2,3,2,2,5,5,1,1,1,5,6,6,10,11,9,9,9,9,8,10,11,13,13,13,2,1,4,4,3,3,4,3,3,3,4,3,4,3,4,3,3,3,3,4,4,3,3,3,3,3,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,5,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,10,10,8,10,10,8,10,10,10,12,11,13,9,3,10,4,3,4,3,2,5,5,8,9,9,11,3,4,4,3,3,3,3,4,3,3,3,2,2,2,2,1,5,1,5,5,6,9,9,9,10,8,8,11,13,11,9,2,4,3,4,2,2,1,6,9,9,10,13,2,3,4,3,3,3,3,4,3,3,3,2,2,2,2,1,5,5,5,5,6,9,9,9,8,8,10,11,13
"41",9,11,2,3,9,10,10,2,6,6,11,4,3,3,3,3,3,2,4,2,2,1,3,2,1,5,5,5,5,5,6,6,9,10,11,9,8,8,8,10,10,11,13,13,13,2,1,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,2,3,3,4,3,2,3,3,3,2,3,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,6,6,5,6,6,9,6,9,9,9,9,9,9,8,9,9,9,8,8,10,10,8,11,11,10,10,11,11,13,12,13,9,3,11,4,3,3,2,1,5,5,8,8,8,12,2,4,3,3,3,3,3,3,2,2,3,2,1,2,1,5,6,5,6,6,9,8,8,9,10,8,8,12,13,11,9,2,4,3,3,1,1,5,6,9,8,11,13,1,3,4,3,3,3,2,4,3,3,2,1,2,1,1,1,5,5,6,6,6,9,8,9,10,10,10,11,13
"42",6,10,2,3,9,11,9,2,6,5,10,4,3,3,3,3,3,2,4,2,2,1,3,2,1,5,5,1,1,5,5,6,6,10,11,9,9,8,8,10,10,11,13,13,13,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,5,1,5,5,5,1,5,5,5,5,6,5,5,6,6,9,6,6,6,9,6,9,9,9,9,9,9,9,8,10,10,8,10,10,10,10,10,10,12,11,12,9,3,11,4,3,3,2,2,5,5,8,8,8,12,2,4,3,3,3,3,3,3,2,2,3,2,1,2,1,5,5,5,5,6,9,9,8,9,10,8,8,11,13,11,5,3,4,3,3,1,1,5,5,9,8,10,13,1,3,4,3,3,3,2,3,3,3,2,2,2,1,1,1,5,5,5,5,6,9,9,9,10,8,10,11,13
"43",5,8,3,3,9,10,5,2,5,2,6,4,3,3,3,3,3,2,4,2,3,2,3,3,3,2,2,2,2,1,1,1,6,6,9,6,6,9,9,8,9,8,11,11,11,2,2,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,2,3,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,1,2,1,1,2,2,1,1,1,1,5,1,1,6,5,6,5,5,5,6,5,6,6,6,6,6,6,6,9,9,9,9,9,9,8,9,9,9,10,10,10,6,4,10,4,3,3,3,3,2,1,5,9,9,11,3,4,3,3,3,3,4,4,3,3,3,2,2,3,3,1,1,1,1,1,6,6,9,6,8,9,9,10,10,8,3,4,4,3,3,2,2,1,1,6,9,8,11,2,3,4,3,3,3,3,4,3,3,3,2,3,2,2,2,1,1,1,1,5,6,6,9,9,9,9,8,11
"44",3,5,3,3,5,9,7,4,2,4,4,4,3,3,3,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,7,4,3,2,1,6,6,5,5,5,6,6,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,4,4,3,3,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,3,3,1,4,4,1,3,2,2,3,2,3,3,3,2,3,2,1,2,2,1,1,1,2,1,2,6,2,1,1,5,5,1,1,4,9,4,4,4,4,4,4,2,7,1,6,9,3,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,3,4,3,3,3,1,3,5,1,1,1,5,1,7,4,4,3,4,4,4,4,4,3,6,5,5,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,2,4,3,2,2,3,1,5,2,1,1,5
"45",7,7,4,4,4,5,14,4,4,7,14,4,4,4,4,4,4,4,7,4,4,4,4,4,7,7,7,7,7,4,7,7,7,15,15,7,7,7,4,4,7,7,14,14,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,7,4,4,7,7,4,4,7,7,7,4,7,7,7,7,4,4,3,7,7,4,7,4,4,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,14,4,7,7,7,7,7,14,4,7,4,4,4,4,7,7,7,4,14,7,4,4,4,4,4,4,4,4,4,7,4,4,7,4,4,7,7,4,7,7,7,4,7,7,7,7,7,7,4,14,14,7,14,7,4,4,4,4,7,7,7,7,4,7,14,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,7,4,4,7,7,4,4,7,4,7,7,7,7,14
"46",14,14,7,4,7,7,15,7,7,14,15,7,4,4,4,7,7,4,7,4,7,7,7,7,14,14,14,7,7,14,14,14,14,16,16,14,14,14,14,14,14,15,16,16,16,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,7,7,14,14,7,7,14,14,14,7,14,14,14,14,7,14,7,14,14,7,14,14,7,14,14,15,14,14,14,15,14,7,14,14,14,15,15,15,15,16,14,15,15,15,16,15,16,14,7,14,7,7,7,7,7,14,7,16,15,14,14,4,7,7,7,7,7,7,7,7,7,7,7,7,7,14,7,14,14,14,7,14,15,15,14,15,14,14,16,16,15,15,14,7,4,7,7,14,14,14,15,14,15,16,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,14,7,7,14,14,7,14,15,14,14,15,15,15,16
"47",15,15,7,7,14,14,15,7,14,15,15,7,7,7,7,7,7,7,14,7,7,7,7,14,14,14,15,14,14,14,15,15,15,16,16,15,15,15,15,15,15,16,16,16,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,14,7,7,7,7,7,7,14,7,14,7,7,14,7,7,7,14,14,14,14,14,7,7,14,14,14,14,14,14,14,14,14,14,15,14,14,14,14,15,14,14,14,15,14,15,15,15,15,15,14,15,15,16,16,15,16,16,15,15,16,16,16,16,16,14,14,15,7,7,7,14,14,14,14,16,15,15,16,7,7,7,7,7,7,7,14,7,7,14,7,7,14,14,14,14,14,14,14,15,15,15,14,16,15,14,16,16,15,15,14,7,7,7,7,14,14,14,15,15,16,16,7,7,7,7,7,7,7,7,7,14,14,7,14,7,14,14,14,14,14,14,14,14,15,15,15,15,15,16,16
"48",15,15,7,7,15,15,15,14,14,15,15,14,7,7,7,7,7,7,14,7,14,7,14,14,14,15,15,14,14,14,15,15,15,16,16,15,15,15,15,15,15,16,16,16,16,7,14,14,7,7,7,14,7,7,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,7,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,15,14,15,15,14,14,15,15,14,14,14,15,14,15,14,16,15,15,15,15,15,15,15,15,15,16,16,15,16,16,15,16,16,16,16,16,16,14,14,15,14,7,14,14,14,15,14,16,16,15,16,7,14,14,7,14,14,14,14,14,7,14,14,14,14,14,14,15,14,15,14,15,15,16,15,16,15,15,16,16,16,15,14,14,7,14,14,14,14,15,16,16,16,16,14,7,14,7,14,14,7,14,14,14,14,14,14,7,14,14,14,14,15,14,14,15,15,15,15,15,16,16,16
"49",15,15,14,14,15,15,15,14,15,15,15,14,7,7,7,7,14,7,14,14,14,14,14,14,14,15,15,14,14,15,15,15,15,16,16,15,15,15,15,16,15,16,16,16,16,14,14,14,7,7,7,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,14,15,14,15,15,14,14,15,15,14,15,15,15,14,15,14,16,15,15,15,15,15,15,15,15,15,16,16,15,16,16,16,15,16,16,16,16,16,14,7,15,14,14,14,14,14,15,14,16,16,15,16,7,14,14,7,14,14,14,14,14,7,14,14,14,14,14,14,15,15,15,14,15,15,15,15,16,15,15,16,16,15,15,14,14,7,14,14,14,14,15,16,16,16,16,14,7,14,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,15,15,14,15,15,15,15,15,15,16,16
"50",14,14,7,14,15,15,14,14,15,14,14,7,7,7,7,7,7,7,14,14,14,7,14,14,14,14,15,14,14,14,15,15,15,16,16,15,15,14,15,15,14,15,16,16,16,7,14,7,7,7,7,14,7,7,7,14,7,14,7,14,7,7,14,14,14,14,7,14,7,14,7,7,14,7,14,7,7,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14,14,15,14,14,14,14,15,14,14,14,15,14,15,15,15,15,15,14,15,14,15,15,15,16,16,15,15,16,15,16,15,16,14,4,15,7,7,14,14,14,14,14,16,15,15,16,7,7,14,7,7,7,14,14,7,7,14,14,14,14,14,14,14,14,14,14,15,15,15,14,15,15,14,16,16,15,14,14,7,7,14,14,14,14,14,15,15,16,16,14,7,7,7,14,7,7,14,7,14,14,14,14,7,14,14,14,14,14,14,14,14,15,15,14,15,15,15,16
"51",7,7,4,7,15,15,4,7,14,7,7,4,4,4,4,4,4,4,7,7,4,4,7,7,7,7,7,7,7,7,14,7,14,15,15,14,14,7,14,14,7,14,15,14,15,4,4,4,4,4,4,7,4,4,4,7,4,7,4,7,4,4,7,7,4,7,4,7,4,7,4,7,7,4,7,4,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,14,7,7,14,7,14,7,7,7,14,7,14,14,14,7,14,7,14,7,14,14,14,14,14,14,14,14,14,15,14,15,7,5,14,4,7,7,7,7,7,7,15,14,14,15,4,4,7,4,4,4,7,7,4,4,7,7,7,4,7,7,7,7,7,7,7,14,14,7,14,7,7,15,15,14,2,4,4,4,7,4,7,7,7,14,14,14,15,7,4,4,4,7,4,4,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,14,14,7,14,14,14,15
"52",1,4,5,4,7,7,6,4,7,9,5,6,1,1,2,1,5,5,2,3,6,5,1,1,3,5,6,1,1,2,2,5,2,1,1,4,3,3,4,7,3,4,4,4,7,5,5,6,1,5,2,5,1,1,5,5,5,2,5,1,5,5,1,1,5,2,5,1,5,2,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,2,4,1,1,4,2,4,1,2,2,2,2,4,3,3,2,4,2,3,3,4,3,3,4,3,7,3,4,4,4,4,4,2,8,7,5,5,2,1,5,5,1,6,4,4,7,1,6,1,5,5,5,1,5,1,1,1,2,5,5,5,1,1,2,1,1,2,3,4,2,4,3,3,4,4,3,8,9,6,1,3,6,5,1,1,3,4,3,4,3,1,5,5,1,5,1,2,1,5,5,1,5,2,1,1,1,1,1,1,2,2,3,4,3,3,3,4,4
"53",8,6,9,5,1,3,10,6,6,11,8,8,9,9,6,9,9,9,9,9,10,9,8,8,9,10,11,8,8,8,8,10,8,12,12,9,9,9,6,6,6,9,9,9,6,8,8,8,9,9,6,8,8,9,8,8,9,9,8,8,9,9,8,8,8,8,8,9,9,9,8,9,8,9,8,9,9,8,9,9,9,8,8,8,8,8,9,9,8,8,8,9,8,8,8,8,9,8,9,8,8,9,9,9,9,9,9,8,9,9,9,9,9,6,9,9,9,9,8,9,9,8,6,9,8,9,9,9,9,9,11,1,8,8,9,8,8,10,8,13,8,6,5,9,8,8,9,8,9,8,8,9,9,8,9,8,8,8,9,8,8,8,9,9,8,9,9,9,9,9,9,9,9,11,11,8,9,9,10,8,8,8,8,6,8,9,6,9,8,9,8,8,9,9,9,8,8,9,8,9,8,8,9,8,8,8,9,9,9,6,9,9,9,9,9
"54",11,8,11,8,8,9,11,10,10,12,11,11,8,8,8,10,10,10,11,10,11,11,11,11,11,12,12,11,11,11,12,12,12,13,13,11,11,10,10,10,10,10,11,11,10,11,11,11,11,10,8,11,11,10,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,10,11,10,11,10,11,11,10,11,11,11,11,12,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,10,11,10,12,11,11,11,11,11,10,11,11,10,11,11,11,11,12,10,11,12,11,11,10,11,10,11,9,11,11,11,11,11,12,11,13,12,10,8,10,11,11,10,11,10,11,11,11,10,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,12,11,10,12,12,11,8,11,11,11,11,11,12,11,11,11,10,8,11,10,11,11,10,11,10,11,11,11,11,10,11,11,11,11,11,11,10,11,11,10,10,11,11,11,11
"55",12,10,11,11,12,10,10,12,12,12,11,12,10,10,10,11,11,11,12,11,11,11,12,12,12,12,13,11,11,13,13,12,13,13,13,12,12,11,11,11,11,11,12,12,11,11,11,12,11,11,10,12,11,11,11,12,11,11,11,12,11,11,12,12,12,12,11,11,11,11,11,11,12,11,12,11,11,12,11,12,12,13,12,12,12,12,11,11,12,12,12,12,12,12,12,12,11,12,13,12,12,11,12,12,11,12,11,13,11,12,12,12,12,11,11,12,11,12,13,12,13,13,11,12,13,12,12,11,12,11,11,11,11,12,11,12,12,12,12,13,13,11,11,10,12,12,11,11,11,12,12,11,11,12,11,12,11,12,11,12,12,12,11,12,12,13,11,12,11,11,13,12,11,12,12,12,10,12,11,12,12,12,13,12,13,12,11,10,11,11,12,11,11,12,11,12,12,12,12,11,11,12,11,12,12,12,11,11,12,11,11,12,12,11,12
"56",11,10,11,12,13,11,10,12,12,11,10,11,10,10,10,11,11,11,12,11,11,11,11,12,12,11,12,11,11,12,13,11,13,13,13,12,12,11,11,11,10,11,12,12,11,10,11,11,11,11,10,11,11,11,11,11,11,11,11,12,11,11,12,11,11,12,11,11,11,11,11,11,12,11,11,11,11,12,11,11,12,12,12,12,12,11,11,11,11,12,12,12,12,12,12,12,11,12,13,12,12,12,12,12,11,11,11,13,11,12,12,12,11,11,11,12,11,12,12,11,13,13,11,11,13,12,12,11,12,11,10,11,11,12,11,11,11,11,12,13,13,11,11,10,11,12,11,11,11,11,12,11,11,12,11,12,11,11,11,12,12,12,11,12,12,13,11,12,11,11,13,12,11,11,11,11,10,12,10,11,11,11,13,12,12,11,11,10,11,11,11,11,11,12,11,11,12,11,11,11,11,12,11,12,12,12,10,11,12,12,11,11,11,11,11
"57",10,8,10,11,12,11,9,11,11,10,8,10,8,8,8,10,8,10,11,11,8,10,11,11,11,10,10,8,8,11,12,10,12,13,12,11,11,10,11,11,8,10,11,11,10,8,8,10,10,10,8,10,10,10,10,10,8,11,10,11,10,10,11,10,10,11,10,10,10,11,10,10,11,10,10,10,10,11,10,10,11,11,11,11,11,11,10,10,10,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,10,11,10,11,10,11,11,11,11,11,10,11,10,11,11,11,11,12,11,11,11,11,11,10,11,10,8,10,10,10,11,10,10,10,11,12,11,11,10,8,10,11,8,10,10,10,11,10,10,11,10,11,10,10,10,11,11,11,10,11,11,12,10,11,10,10,11,11,10,10,8,10,10,11,8,11,10,10,12,11,11,11,10,8,10,8,11,10,10,11,10,10,11,10,10,10,10,11,10,11,11,11,8,10,11,11,10,11,10,10,11
"58",8,9,8,10,11,8,6,10,10,9,9,8,9,9,9,8,9,9,10,8,9,9,8,8,10,8,8,9,9,10,10,9,10,11,10,10,10,8,10,8,9,8,10,11,8,9,9,8,8,9,9,8,8,8,8,8,9,8,9,8,8,8,8,8,8,10,9,8,8,8,9,8,8,9,8,8,8,8,8,8,10,10,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,10,11,8,8,10,8,10,9,8,9,10,8,10,8,8,8,8,8,10,8,8,10,8,10,10,8,8,10,10,8,8,8,8,9,8,9,8,8,8,8,8,8,11,10,10,8,9,8,8,9,9,9,8,8,8,9,8,8,8,9,8,8,8,10,8,8,8,10,10,8,8,8,9,10,8,9,9,9,8,9,10,9,8,8,8,11,10,9,8,8,9,8,9,8,9,8,10,9,8,8,8,8,8,8,8,8,8,8,8,9,8,10,10,9,8,8,8,8
"59",9,6,9,8,8,9,6,9,9,9,6,9,6,9,9,9,6,6,8,9,6,9,9,9,8,9,9,9,9,9,8,9,9,8,8,8,9,9,9,9,6,9,9,9,9,6,6,9,9,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,9,8,9,9,9,6,9,9,6,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,6,9,9,9,6,6,9,9,9,6,9,9,9,8,9,9,9,9,6,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,9
